account_id,borrower_id,product_type,employment_type,loan_amount,outstanding_balance,emi_amount,loan_start_date,loan_tenure_months,dpd_at_snapshot,snapshot_date,went_delinquent_30d,went_delinquent_60d
ACC_00076,BRW_00076,Business Loan,Self-Employed,3946000,1150916.67,134864.93,2022-06-19,36,0,2024-12-31,True,True
ACC_00077,BRW_00077,Personal Loan,Self-Employed,486000,210600.0,11308.37,2021-08-26,60,0,2024-12-31,False,False
ACC_00078,BRW_00078,Business Loan,Self-Employed,1664000,721066.67,38718.37,2021-08-29,60,0,2024-12-31,True,True
ACC_00079,BRW_00079,Business Loan,Self-Employed,349000,188314.58,16756.5,2023-11-08,24,0,2024-12-31,False,False
ACC_00080,BRW_00080,Personal Loan,Salaried,927000,500193.75,25331.64,2022-10-24,48,0,2024-12-31,False,False
ACC_00081,BRW_00081,Credit Card,Salaried,399000,88112.5,35825.06,2023-07-18,12,0,2024-12-31,True,True
ACC_00082,BRW_00082,Personal Loan,Salaried,611000,243127.08,29335.87,2023-07-14,24,0,2024-12-31,False,False
ACC_00083,BRW_00083,Personal Loan,Salaried,613000,243922.92,16751.13,2022-02-18,48,0,2024-12-31,False,True
ACC_00084,BRW_00084,Personal Loan,Self-Employed,50000,16354.17,2400.64,2023-05-27,24,0,2024-12-31,True,True
ACC_00085,BRW_00085,Credit Card,Salaried,265000,58520.83,23793.59,2022-08-26,12,0,2024-12-31,False,False
ACC_00086,BRW_00086,Personal Loan,Salaried,215000,77937.5,10322.77,2023-06-16,24,0,2024-12-31,False,True
ACC_00087,BRW_00087,Auto Loan,Salaried,1318000,963238.33,30667.55,2023-05-22,60,0,2024-12-31,True,True
ACC_00088,BRW_00088,Personal Loan,Salaried,509000,160476.39,17396.41,2022-07-10,36,0,2024-12-31,False,True
ACC_00089,BRW_00089,Personal Loan,Self-Employed,562000,354996.67,13076.76,2022-10-02,60,0,2024-12-31,False,True
ACC_00090,BRW_00090,Auto Loan,Salaried,539000,416826.67,12541.59,2023-08-28,60,0,2024-12-31,False,False
ACC_00091,BRW_00091,Credit Card,Salaried,457000,100920.83,41032.71,2023-07-04,12,0,2024-12-31,False,False
ACC_00092,BRW_00092,Credit Card,Salaried,368000,81266.67,33041.66,2022-03-08,12,0,2024-12-31,False,True
ACC_00093,BRW_00093,Credit Card,Salaried,229000,50570.83,20561.25,2023-07-09,12,0,2024-12-31,True,True
ACC_00094,BRW_00094,Personal Loan,Salaried,692000,250850.0,33224.92,2023-06-19,24,0,2024-12-31,False,False
ACC_00095,BRW_00095,Personal Loan,Salaried,614000,200829.17,29479.91,2023-05-13,24,0,2024-12-31,False,False
ACC_00096,BRW_00096,Personal Loan,Salaried,456000,197600.0,15585.0,2022-12-05,36,0,2024-12-31,True,True
ACC_00097,BRW_00097,Auto Loan,Salaried,484000,209733.33,11261.83,2021-08-06,60,0,2024-12-31,True,True
ACC_00098,BRW_00098,Credit Card,Salaried,267000,58962.5,23973.16,2023-09-07,12,0,2024-12-31,False,False
ACC_00099,BRW_00099,Home Loan,Salaried,1816000,1655208.33,22582.34,2022-11-28,240,0,2024-12-31,False,False
ACC_00100,BRW_00100,Personal Loan,Salaried,233000,130674.17,5421.5,2022-05-04,60,0,2024-12-31,True,True
ACC_00101,BRW_00101,Personal Loan,Salaried,694000,330228.33,16148.17,2021-11-02,60,0,2024-12-31,False,False
ACC_00102,BRW_00102,Personal Loan,Self-Employed,844000,186383.33,75780.33,2021-08-06,12,0,2024-12-31,False,False
ACC_00103,BRW_00103,Personal Loan,Salaried,215000,47479.17,19304.23,2021-09-05,12,0,2024-12-31,True,True
ACC_00104,BRW_00104,Auto Loan,Self-Employed,1119000,675130.0,26037.17,2022-08-05,60,0,2024-12-31,False,False
ACC_00105,BRW_00105,Auto Loan,Salaried,652000,436477.78,22283.81,2023-10-09,36,0,2024-12-31,False,False
ACC_00106,BRW_00106,Personal Loan,Salaried,218000,48141.67,19573.59,2021-04-21,12,0,2024-12-31,True,True
ACC_00107,BRW_00107,Credit Card,Salaried,176000,38866.67,15802.53,2022-10-30,12,0,2024-12-31,False,False
ACC_00108,BRW_00108,Business Loan,Self-Employed,1051000,827662.5,28720.13,2023-12-15,48,0,2024-12-31,False,True
ACC_00109,BRW_00109,Business Loan,Self-Employed,2809000,819291.67,96004.96,2022-06-13,36,0,2024-12-31,False,False
ACC_00110,BRW_00110,Auto Loan,Self-Employed,743000,181622.22,25393.98,2022-04-27,36,0,2024-12-31,True,True
ACC_00111,BRW_00111,Business Loan,Self-Employed,4995000,2695218.75,239824.35,2023-11-12,24,0,2024-12-31,True,True
ACC_00112,BRW_00112,Personal Loan,Salaried,706000,255925.0,16427.39,2021-03-08,60,0,2024-12-31,False,False
ACC_00113,BRW_00113,Personal Loan,Salaried,89000,32262.5,3041.81,2022-09-12,36,0,2024-12-31,False,False
ACC_00114,BRW_00114,Auto Loan,Salaried,855000,309937.5,23364.14,2021-12-30,48,0,2024-12-31,False,True
ACC_00115,BRW_00115,Personal Loan,Salaried,890000,196541.67,79910.53,2021-06-14,12,0,2024-12-31,True,True
ACC_00116,BRW_00116,Personal Loan,Salaried,751000,165845.83,67430.13,2022-08-21,12,0,2024-12-31,True,True
ACC_00117,BRW_00117,Auto Loan,Salaried,598000,206185.42,16341.23,2021-11-09,48,0,2024-12-31,False,True
ACC_00118,BRW_00118,Personal Loan,Salaried,89000,59580.56,3041.81,2023-10-26,36,0,2024-12-31,True,True
ACC_00119,BRW_00119,Personal Loan,Salaried,354000,78175.0,31784.64,2023-11-06,12,0,2024-12-31,False,False
ACC_00120,BRW_00120,Business Loan,Self-Employed,1610000,857325.0,37461.88,2022-03-28,60,0,2024-12-31,True,True
ACC_00121,BRW_00121,Business Loan,Self-Employed,3065000,1436718.75,147159.49,2023-09-12,24,0,2024-12-31,False,False
ACC_00122,BRW_00122,Personal Loan,Self-Employed,903000,263375.0,24675.81,2021-08-11,48,0,2024-12-31,False,False
ACC_00123,BRW_00123,Credit Card,Salaried,459000,101362.5,41212.29,2022-01-16,12,0,2024-12-31,True,True
ACC_00124,BRW_00124,Credit Card,Salaried,158000,34891.67,14186.36,2023-10-05,12,0,2024-12-31,False,True
ACC_00125,BRW_00125,Auto Loan,Salaried,223000,68990.63,6093.8,2021-09-04,48,0,2024-12-31,True,True
ACC_00126,BRW_00126,Personal Loan,Self-Employed,619000,355925.0,29719.97,2023-12-15,24,0,2024-12-31,False,False
ACC_00127,BRW_00127,Personal Loan,Salaried,257000,136852.5,5979.94,2022-03-29,60,0,2024-12-31,False,False
ACC_00128,BRW_00128,Credit Card,Salaried,87000,19212.5,7811.48,2023-12-08,12,0,2024-12-31,False,False
ACC_00129,BRW_00129,Auto Loan,Salaried,1185000,457541.67,40500.49,2022-10-04,36,0,2024-12-31,False,False
ACC_00130,BRW_00130,Business Loan,Self-Employed,4245000,3267765.62,116000.89,2023-11-18,48,0,2024-12-31,False,False
ACC_00131,BRW_00131,Auto Loan,Salaried,1402000,1084213.33,32622.09,2023-08-31,60,0,2024-12-31,False,False
ACC_00132,BRW_00132,Auto Loan,Salaried,924000,269500.0,31580.13,2022-06-09,36,0,2024-12-31,False,False
ACC_00133,BRW_00133,Personal Loan,Salaried,999000,609806.25,27299.15,2023-02-08,48,0,2024-12-31,False,False
ACC_00134,BRW_00134,Personal Loan,Salaried,846000,321656.25,23118.2,2022-01-01,48,0,2024-12-31,True,True
ACC_00135,BRW_00135,Personal Loan,Salaried,945000,208687.5,84848.83,2021-07-23,12,0,2024-12-31,False,False
ACC_00136,BRW_00136,Personal Loan,Salaried,530000,349800.0,12332.17,2022-12-05,60,0,2024-12-31,False,True
ACC_00137,BRW_00137,Personal Loan,Salaried,459000,242250.0,15687.53,2023-04-19,36,0,2024-12-31,True,True
ACC_00138,BRW_00138,Business Loan,Self-Employed,238000,77845.83,11427.07,2023-05-16,24,0,2024-12-31,True,True
ACC_00139,BRW_00139,Personal Loan,Salaried,340000,123250.0,11620.39,2022-09-06,36,0,2024-12-31,False,False
ACC_00140,BRW_00140,Personal Loan,Self-Employed,369000,238312.5,8585.98,2022-11-27,60,0,2024-12-31,False,False
ACC_00141,BRW_00141,Auto Loan,Salaried,952000,614833.33,22151.37,2022-11-21,60,0,2024-12-31,False,True
ACC_00142,BRW_00142,Credit Card,Salaried,443000,97829.17,39775.69,2023-10-20,12,0,2024-12-31,False,True
ACC_00143,BRW_00143,Credit Card,Salaried,164000,36216.67,14725.09,2023-04-21,12,0,2024-12-31,False,True
ACC_00144,BRW_00144,Credit Card,Salaried,229000,50570.83,20561.25,2022-02-18,12,0,2024-12-31,False,False
ACC_00145,BRW_00145,Business Loan,Self-Employed,1881000,948337.5,90312.23,2023-10-01,24,0,2024-12-31,True,True
ACC_00146,BRW_00146,Personal Loan,Salaried,605000,412156.25,16532.52,2023-06-25,48,0,2024-12-31,False,False
ACC_00147,BRW_00147,Home Loan,Salaried,8915000,7462597.92,138420.03,2023-01-14,120,0,2024-12-31,False,False
ACC_00148,BRW_00148,Auto Loan,Self-Employed,1091000,596413.33,25385.66,2022-04-30,60,0,2024-12-31,False,False
ACC_00149,BRW_00149,Personal Loan,Salaried,82000,18108.33,7362.54,2023-10-04,12,0,2024-12-31,False,False
ACC_00150,BRW_00150,Personal Loan,Salaried,660000,449625.0,18035.47,2023-06-10,48,0,2024-12-31,True,True
ACC_00151,BRW_00151,Auto Loan,Salaried,374000,259202.78,12782.43,2023-11-14,36,0,2024-12-31,False,True
ACC_00152,BRW_00152,Personal Loan,Salaried,716000,208833.33,34377.22,2023-04-06,24,0,2024-12-31,False,True
ACC_00153,BRW_00153,Auto Loan,Salaried,1217000,785979.17,33256.32,2023-04-25,48,0,2024-12-31,True,True
ACC_00154,BRW_00154,Credit Card,Salaried,240000,53000.0,21548.91,2023-08-19,12,0,2024-12-31,False,False
ACC_00155,BRW_00155,Home Loan,Salaried,6384000,5389160.0,79386.37,2021-04-04,240,0,2024-12-31,False,False
ACC_00156,BRW_00156,Personal Loan,Salaried,297000,79612.5,10150.76,2022-05-01,36,0,2024-12-31,False,False
ACC_00157,BRW_00157,Home Loan,Salaried,6001000,5618436.25,74623.68,2023-06-21,240,0,2024-12-31,False,False
ACC_00158,BRW_00158,Auto Loan,Salaried,361000,139386.11,12338.12,2022-10-11,36,0,2024-12-31,True,True
ACC_00159,BRW_00159,Auto Loan,Salaried,234000,104715.0,5444.77,2021-09-07,60,0,2024-12-31,False,False
ACC_00160,BRW_00160,Business Loan,Self-Employed,3685000,1422819.44,125944.57,2022-10-19,36,0,2024-12-31,False,False
ACC_00161,BRW_00161,Personal Loan,Salaried,665000,217510.42,31928.57,2023-05-12,24,0,2024-12-31,False,False
ACC_00162,BRW_00162,Personal Loan,Salaried,400000,201666.67,19205.15,2023-10-20,24,0,2024-12-31,True,True
ACC_00163,BRW_00163,Home Loan,Salaried,7159000,6111001.94,95339.37,2022-05-25,180,0,2024-12-31,True,True
ACC_00164,BRW_00164,Credit Card,Salaried,106000,23408.33,9517.43,2023-03-16,12,0,2024-12-31,False,False
ACC_00165,BRW_00165,Personal Loan,Self-Employed,462000,102025.0,41481.65,2021-01-12,12,0,2024-12-31,True,True
ACC_00166,BRW_00166,Personal Loan,Salaried,178000,58220.83,8546.29,2023-05-08,24,0,2024-12-31,False,False
ACC_00167,BRW_00167,Home Loan,Salaried,7649000,7107195.83,101864.9,2023-09-21,180,0,2024-12-31,False,False
ACC_00168,BRW_00168,Personal Loan,Salaried,513000,258637.5,14018.48,2022-08-29,48,0,2024-12-31,False,False
ACC_00169,BRW_00169,Business Loan,Self-Employed,3518000,1275275.0,168909.32,2023-06-02,24,0,2024-12-31,False,False
ACC_00170,BRW_00170,Credit Card,Salaried,373000,82370.83,33490.59,2021-11-28,12,0,2024-12-31,False,False
ACC_00171,BRW_00171,Personal Loan,Salaried,201000,72862.5,4676.92,2021-03-07,60,0,2024-12-31,True,True
ACC_00172,BRW_00172,Business Loan,Self-Employed,347000,263430.83,8074.08,2023-07-26,60,0,2024-12-31,False,False
ACC_00173,BRW_00173,Auto Loan,Salaried,848000,287377.78,28982.63,2022-08-21,36,0,2024-12-31,False,False
ACC_00174,BRW_00174,Credit Card,Salaried,93000,20537.5,8350.2,2022-04-13,12,0,2024-12-31,True,True
ACC_00175,BRW_00175,Auto Loan,Salaried,764000,506945.83,20877.43,2023-05-08,48,0,2024-12-31,False,True
ACC_00176,BRW_00176,Personal Loan,Salaried,836000,385953.33,19452.26,2021-10-28,60,0,2024-12-31,False,False
ACC_00177,BRW_00177,Personal Loan,Self-Employed,170000,102566.67,3955.6,2022-08-05,60,0,2024-12-31,False,True
ACC_00178,BRW_00178,Personal Loan,Salaried,532000,117483.33,47766.75,2021-04-08,12,0,2024-12-31,False,True
ACC_00179,BRW_00179,Credit Card,Salaried,411000,90762.5,36902.51,2023-02-13,12,0,2024-12-31,False,False
ACC_00180,BRW_00180,Business Loan,Self-Employed,2982000,1714650.0,69385.92,2022-06-25,60,0,2024-12-31,False,False
ACC_00181,BRW_00181,Business Loan,Self-Employed,260000,174055.56,8886.18,2023-10-10,36,0,2024-12-31,False,False
ACC_00182,BRW_00182,Personal Loan,Salaried,900000,347500.0,30759.87,2022-10-23,36,0,2024-12-31,False,True
ACC_00183,BRW_00183,Credit Card,Salaried,386000,85241.67,34657.83,2021-11-02,12,0,2024-12-31,False,False
ACC_00184,BRW_00184,Personal Loan,Self-Employed,722000,323095.0,16799.68,2021-09-11,60,0,2024-12-31,False,False
ACC_00185,BRW_00185,Personal Loan,Self-Employed,847000,631015.0,19708.21,2023-06-29,60,0,2024-12-31,False,True
ACC_00186,BRW_00186,Business Loan,Self-Employed,3865000,1766090.28,132096.54,2023-01-25,36,0,2024-12-31,False,True
ACC_00187,BRW_00187,Credit Card,Salaried,134000,29591.67,12031.47,2021-08-24,12,0,2024-12-31,False,False
ACC_00188,BRW_00188,Business Loan,Self-Employed,4247000,1439261.11,145152.39,2022-08-09,36,0,2024-12-31,False,False
ACC_00189,BRW_00189,Business Loan,Self-Employed,4213000,2780580.0,98029.14,2022-12-21,60,0,2024-12-31,False,False
ACC_00190,BRW_00190,Auto Loan,Salaried,1349000,799563.54,36863.42,2023-01-01,48,0,2024-12-31,False,True
ACC_00191,BRW_00191,Business Loan,Self-Employed,4487000,3152117.5,104404.64,2023-03-16,60,0,2024-12-31,False,False
ACC_00192,BRW_00192,Business Loan,Self-Employed,2367000,1361025.0,80898.45,2023-06-15,36,0,2024-12-31,False,False
ACC_00193,BRW_00193,Credit Card,Salaried,23000,5079.17,2065.1,2021-08-16,12,0,2024-12-31,False,True
ACC_00194,BRW_00194,Personal Loan,Self-Employed,232000,51233.33,20830.61,2023-12-28,12,0,2024-12-31,False,False
ACC_00195,BRW_00195,Personal Loan,Salaried,735000,162312.5,65993.53,2022-07-24,12,0,2024-12-31,False,True
ACC_00196,BRW_00196,Personal Loan,Self-Employed,76000,51775.0,2076.81,2023-06-27,48,0,2024-12-31,False,False
ACC_00197,BRW_00197,Personal Loan,Salaried,169000,37320.83,15174.02,2021-03-10,12,0,2024-12-31,False,False
ACC_00198,BRW_00198,Business Loan,Self-Employed,4336000,2186066.67,208183.86,2023-10-30,24,0,2024-12-31,True,True
ACC_00199,BRW_00199,Business Loan,Self-Employed,3223000,1339559.38,88073.23,2022-03-20,48,0,2024-12-31,False,False
ACC_00200,BRW_00200,Personal Loan,Salaried,400000,88333.33,35914.85,2023-11-27,12,0,2024-12-31,False,True
ACC_00201,BRW_00201,Business Loan,Self-Employed,1723000,990725.0,47083.52,2022-12-12,48,0,2024-12-31,False,False
ACC_00202,BRW_00202,Personal Loan,Salaried,430000,94958.33,38608.46,2023-01-14,12,0,2024-12-31,False,False
ACC_00203,BRW_00203,Business Loan,Self-Employed,1060000,459333.33,36228.29,2022-12-10,36,0,2024-12-31,True,True
ACC_00204,BRW_00204,Auto Loan,Salaried,285000,89854.17,9740.62,2022-07-28,36,0,2024-12-31,False,False
ACC_00205,BRW_00205,Auto Loan,Salaried,1307000,1029262.5,30411.6,2023-09-29,60,0,2024-12-31,False,False
ACC_00206,BRW_00206,Personal Loan,Salaried,305000,180776.04,8334.58,2023-01-04,48,0,2024-12-31,True,True
ACC_00207,BRW_00207,Personal Loan,Salaried,384000,139200.0,8935.01,2021-03-26,60,0,2024-12-31,False,False
ACC_00208,BRW_00208,Credit Card,Salaried,397000,87670.83,35645.49,2021-07-21,12,0,2024-12-31,True,True
ACC_00209,BRW_00209,Personal Loan,Salaried,782000,394258.33,26726.91,2023-03-06,36,0,2024-12-31,True,True
ACC_00210,BRW_00210,Personal Loan,Self-Employed,736000,305900.0,20112.29,2022-03-05,48,0,2024-12-31,True,True
ACC_00211,BRW_00211,Business Loan,Self-Employed,2154000,1330095.0,50119.81,2022-09-06,60,0,2024-12-31,True,True
ACC_00212,BRW_00212,Personal Loan,Salaried,153000,116152.5,3560.04,2023-07-14,60,0,2024-12-31,True,True
ACC_00213,BRW_00213,Business Loan,Self-Employed,154000,110366.67,4208.28,2023-08-19,48,0,2024-12-31,False,False
ACC_00214,BRW_00214,Personal Loan,Salaried,243000,88087.5,6640.33,2021-12-29,48,0,2024-12-31,False,False
ACC_00215,BRW_00215,Personal Loan,Self-Employed,803000,461725.0,21943.16,2022-12-09,48,0,2024-12-31,False,False
ACC_00216,BRW_00216,Credit Card,Salaried,340000,75083.33,30527.62,2022-03-21,12,0,2024-12-31,True,True
ACC_00217,BRW_00217,Business Loan,Self-Employed,1784000,924706.67,41510.56,2022-02-03,60,0,2024-12-31,True,True
ACC_00218,BRW_00218,Personal Loan,Salaried,145000,45715.28,4955.76,2022-07-22,36,0,2024-12-31,False,True
ACC_00219,BRW_00219,Auto Loan,Salaried,1366000,833829.17,37327.97,2023-02-26,48,0,2024-12-31,False,True
ACC_00220,BRW_00220,Auto Loan,Salaried,1236000,605640.0,28759.56,2021-12-10,60,0,2024-12-31,False,False
ACC_00221,BRW_00221,Personal Loan,Salaried,252000,73500.0,12099.25,2023-04-14,24,0,2024-12-31,True,True
ACC_00222,BRW_00222,Business Loan,Self-Employed,3191000,1427972.5,74248.99,2021-09-30,60,0,2024-12-31,True,True
ACC_00223,BRW_00223,Credit Card,Salaried,450000,99375.0,40404.2,2022-04-30,12,0,2024-12-31,False,False
ACC_00224,BRW_00224,Credit Card,Salaried,385000,85020.83,34568.04,2022-08-14,12,0,2024-12-31,False,False
